date,city,precipitation,day_of_year,average,precipitation_or_average,year,month,month_no,month_and_year,season
2021-02-28,Seattle,0.09,59,0.046,0.09,2021,February,2,February 2021,Winter
2021-03-01,Seattle,0.0,60,0.164,0.0,2021,March,3,March 2021,Winter
2021-03-02,Seattle,0.0,61,0.22999999999999998,0.0,2021,March,3,March 2021,Winter
2021-03-03,Seattle,0.0,62,0.17200000000000001,0.0,2021,March,3,March 2021,Winter
2021-03-04,Seattle,0.0,63,0.02,0.0,2021,March,3,March 2021,Winter
2021-03-05,Seattle,0.0,64,0.014000000000000002,0.0,2021,March,3,March 2021,Winter
2021-03-06,Seattle,0.94,65,0.202,0.94,2021,March,3,March 2021,Winter
2021-03-07,Seattle,0.04,66,0.096,0.04,2021,March,3,March 2021,Winter
2021-03-08,Seattle,0.0,67,0.10800000000000001,0.0,2021,March,3,March 2021,Winter
2021-03-09,Seattle,0.11,68,0.186,0.11,2021,March,3,March 2021,Winter
2021-03-10,Seattle,0.13,69,0.08,0.13,2021,March,3,March 2021,Winter
2021-03-11,Seattle,0.0,70,0.004,0.0,2021,March,3,March 2021,Winter
2021-03-12,Seattle,0.0,71,0.06,0.0,2021,March,3,March 2021,Winter
2021-03-13,Seattle,0.0,72,0.158,0.0,2021,March,3,March 2021,Winter
2021-03-14,Seattle,0.0,73,0.136,0.0,2021,March,3,March 2021,Winter
2021-03-15,Seattle,0.41,74,0.27599999999999997,0.41,2021,March,3,March 2021,Winter
2021-03-16,Seattle,0.0,75,0.152,0.0,2021,March,3,March 2021,Winter
2021-03-17,Seattle,0.0,76,0.0,0.0,2021,March,3,March 2021,Winter
2021-03-18,Seattle,0.0,77,0.022,0.0,2021,March,3,March 2021,Winter
2021-03-19,Seattle,0.13,78,0.034,0.13,2021,March,3,March 2021,Winter
2021-03-20,Seattle,0.04,79,0.036000000000000004,0.04,2021,March,3,March 2021,Winter
2021-03-21,Seattle,0.13,80,0.032,0.13,2021,March,3,March 2021,Winter
2021-03-22,Seattle,0.26,81,0.23200000000000004,0.26,2021,March,3,March 2021,Spring
2021-03-23,Seattle,0.15,82,0.23199999999999998,0.15,2021,March,3,March 2021,Spring
2021-03-24,Seattle,0.0,83,0.176,0.0,2021,March,3,March 2021,Spring
2021-03-25,Seattle,0.21,84,0.076,0.21,2021,March,3,March 2021,Spring
2021-03-26,Seattle,0.07,85,0.148,0.07,2021,March,3,March 2021,Spring
2021-03-27,Seattle,0.0,86,0.006,0.0,2021,March,3,March 2021,Spring
2021-03-28,Seattle,0.0,87,0.028000000000000004,0.0,2021,March,3,March 2021,Spring
2021-03-29,Seattle,0.13,88,0.078,0.13,2021,March,3,March 2021,Spring
2021-03-30,Seattle,0.0,89,0.046,0.0,2021,March,3,March 2021,Spring
2021-03-31,Seattle,0.0,90,0.064,0.0,2021,March,3,March 2021,Spring
2021-04-01,Seattle,0.0,91,0.24,0.0,2021,April,4,April 2021,Spring
2021-04-02,Seattle,0.0,92,0.23399999999999999,0.0,2021,April,4,April 2021,Spring
2021-04-03,Seattle,0.0,93,0.1,0.0,2021,April,4,April 2021,Spring
2021-04-04,Seattle,0.0,94,0.166,0.0,2021,April,4,April 2021,Spring
2021-04-05,Seattle,0.0,95,0.238,0.0,2021,April,4,April 2021,Spring
2021-04-06,Seattle,0.0,96,0.242,0.0,2021,April,4,April 2021,Spring
2021-04-07,Seattle,0.0,97,0.298,0.0,2021,April,4,April 2021,Spring
2021-04-08,Seattle,0.02,98,0.61,0.02,2021,April,4,April 2021,Spring
2021-04-09,Seattle,0.07,99,0.25,0.07,2021,April,4,April 2021,Spring
2021-04-10,Seattle,0.0,100,0.088,0.0,2021,April,4,April 2021,Spring
2021-04-11,Seattle,0.01,101,0.22799999999999998,0.01,2021,April,4,April 2021,Spring
2021-04-12,Seattle,0.0,102,0.242,0.0,2021,April,4,April 2021,Spring
2021-04-13,Seattle,0.0,103,0.198,0.0,2021,April,4,April 2021,Spring
2021-04-14,Seattle,0.0,104,0.10600000000000001,0.0,2021,April,4,April 2021,Spring
2021-04-15,Seattle,0.0,105,0.016,0.0,2021,April,4,April 2021,Spring
2021-04-16,Seattle,0.0,106,0.166,0.0,2021,April,4,April 2021,Spring
2021-04-17,Seattle,0.0,107,0.12000000000000002,0.0,2021,April,4,April 2021,Spring
2021-04-18,Seattle,0.0,108,0.016,0.0,2021,April,4,April 2021,Spring
2021-04-19,Seattle,0.0,109,0.036000000000000004,0.0,2021,April,4,April 2021,Spring
2021-04-20,Seattle,0.0,110,0.122,0.0,2021,April,4,April 2021,Spring
2021-04-21,Seattle,0.0,111,0.074,0.0,2021,April,4,April 2021,Spring
2021-04-22,Seattle,0.0,112,0.004,0.0,2021,April,4,April 2021,Spring
2021-04-23,Seattle,0.0,113,0.026000000000000002,0.0,2021,April,4,April 2021,Spring
2021-04-24,Seattle,0.05,114,0.092,0.05,2021,April,4,April 2021,Spring
2021-04-25,Seattle,0.14,115,0.06999999999999999,0.14,2021,April,4,April 2021,Spring
2021-04-26,Seattle,0.06,116,0.06999999999999999,0.06,2021,April,4,April 2021,Spring
2021-04-27,Seattle,0.0,117,0.074,0.0,2021,April,4,April 2021,Spring
2021-04-28,Seattle,0.0,118,0.122,0.0,2021,April,4,April 2021,Spring
2021-04-29,Seattle,0.0,119,0.11400000000000002,0.0,2021,April,4,April 2021,Spring
2021-04-30,Seattle,0.0,120,0.176,0.0,2021,April,4,April 2021,Spring
2021-05-01,Seattle,0.72,121,0.238,0.72,2021,May,5,May 2021,Spring
2021-05-02,Seattle,0.07,122,0.074,0.07,2021,May,5,May 2021,Spring
2021-05-03,Seattle,0.02,123,0.06,0.02,2021,May,5,May 2021,Spring
2021-05-04,Seattle,0.03,124,0.092,0.03,2021,May,5,May 2021,Spring
2021-05-05,Seattle,0.0,125,0.041999999999999996,0.0,2021,May,5,May 2021,Spring
2021-05-06,Seattle,0.0,126,0.3075,0.0,2021,May,5,May 2021,Spring
2021-05-07,Seattle,0.08,127,0.13199999999999998,0.08,2021,May,5,May 2021,Spring
2021-05-08,Seattle,0.06,128,0.046,0.06,2021,May,5,May 2021,Spring
2021-05-09,Seattle,0.0,129,0.162,0.0,2021,May,5,May 2021,Spring
2021-05-10,Seattle,0.0,130,0.008,0.0,2021,May,5,May 2021,Spring
2021-05-11,Seattle,0.0,131,0.0,0.0,2021,May,5,May 2021,Spring
2021-05-12,Seattle,0.0,132,0.02,0.0,2021,May,5,May 2021,Spring
2021-05-13,Seattle,0.0,133,0.16199999999999998,0.0,2021,May,5,May 2021,Spring
2021-05-14,Seattle,0.0,134,0.188,0.0,2021,May,5,May 2021,Spring
2021-05-15,Seattle,0.0,135,0.154,0.0,2021,May,5,May 2021,Spring
2021-05-16,Seattle,0.0,136,0.10800000000000001,0.0,2021,May,5,May 2021,Spring
2021-05-17,Seattle,0.0,137,0.046,0.0,2021,May,5,May 2021,Spring
2021-05-18,Seattle,0.03,138,0.074,0.03,2021,May,5,May 2021,Spring
2021-05-19,Seattle,0.0,139,0.22000000000000003,0.0,2021,May,5,May 2021,Spring
2021-05-20,Seattle,0.01,140,0.076,0.01,2021,May,5,May 2021,Spring
2021-05-21,Seattle,0.17,141,0.09,0.17,2021,May,5,May 2021,Spring
2021-05-22,Seattle,0.0,142,0.019999999999999997,0.0,2021,May,5,May 2021,Spring
2021-05-23,Seattle,0.0,143,0.024,0.0,2021,May,5,May 2021,Spring
2021-05-24,Seattle,0.0,144,0.0,0.0,2021,May,5,May 2021,Spring
2021-05-25,Seattle,0.36,145,0.076,0.36,2021,May,5,May 2021,Spring
2021-05-26,Seattle,0.16,146,0.148,0.16,2021,May,5,May 2021,Spring
2021-05-27,Seattle,0.02,147,0.014000000000000002,0.02,2021,May,5,May 2021,Spring
2021-05-28,Seattle,0.05,148,0.028000000000000004,0.05,2021,May,5,May 2021,Spring
2021-05-29,Seattle,0.0,149,0.20400000000000001,0.0,2021,May,5,May 2021,Spring
2021-05-30,Seattle,0.0,150,0.004,0.0,2021,May,5,May 2021,Spring
2021-05-31,Seattle,0.0,151,0.04,0.0,2021,May,5,May 2021,Spring
2021-06-01,Seattle,0.0,152,0.11600000000000002,0.0,2021,June,6,June 2021,Spring
2021-06-02,Seattle,0.0,153,0.0,0.0,2021,June,6,June 2021,Spring
2021-06-03,Seattle,0.0,154,0.0,0.0,2021,June,6,June 2021,Spring
2021-06-04,Seattle,0.0,155,0.036,0.0,2021,June,6,June 2021,Spring
2021-06-05,Seattle,0.0,156,0.098,0.0,2021,June,6,June 2021,Spring
2021-06-06,Seattle,0.02,157,0.038,0.02,2021,June,6,June 2021,Spring
2021-06-07,Seattle,0.0,158,0.006,0.0,2021,June,6,June 2021,Spring
2021-06-08,Seattle,0.0,159,0.07,0.0,2021,June,6,June 2021,Spring
2021-06-09,Seattle,0.0,160,0.382,0.0,2021,June,6,June 2021,Spring
2021-06-10,Seattle,0.0,161,0.316,0.0,2021,June,6,June 2021,Spring
2021-06-11,Seattle,0.0,162,0.20400000000000001,0.0,2021,June,6,June 2021,Spring
2021-06-12,Seattle,0.05,163,0.10800000000000001,0.05,2021,June,6,June 2021,Spring
2021-06-13,Seattle,0.31,164,0.186,0.31,2021,June,6,June 2021,Spring
2021-06-14,Seattle,0.32,165,0.134,0.32,2021,June,6,June 2021,Spring
2021-06-15,Seattle,0.16,166,0.05600000000000001,0.16,2021,June,6,June 2021,Spring
2021-06-16,Seattle,0.12,167,0.074,0.12,2021,June,6,June 2021,Spring
2021-06-17,Seattle,0.0,168,0.158,0.0,2021,June,6,June 2021,Spring
2021-06-18,Seattle,0.0,169,0.126,0.0,2021,June,6,June 2021,Spring
2021-06-19,Seattle,0.0,170,0.054000000000000006,0.0,2021,June,6,June 2021,Spring
2021-06-20,Seattle,0.0,171,0.002,0.0,2021,June,6,June 2021,Spring
2021-06-21,Seattle,0.0,172,0.004,0.0,2021,June,6,June 2021,Summer
2021-06-22,Seattle,0.0,173,0.01,0.0,2021,June,6,June 2021,Summer
2021-06-23,Seattle,0.0,174,0.0,0.0,2021,June,6,June 2021,Summer
2021-06-24,Seattle,0.0,175,0.0,0.0,2021,June,6,June 2021,Summer
2021-06-25,Seattle,0.0,176,0.0,0.0,2021,June,6,June 2021,Summer
2021-06-26,Seattle,0.0,177,0.0,0.0,2021,June,6,June 2021,Summer
2021-06-27,Seattle,0.0,178,0.02,0.0,2021,June,6,June 2021,Summer
2021-06-28,Seattle,0.0,179,0.038,0.0,2021,June,6,June 2021,Summer
2021-06-29,Seattle,0.0,180,0.0,0.0,2021,June,6,June 2021,Summer
2021-06-30,Seattle,0.0,181,0.002,0.0,2021,June,6,June 2021,Summer
2021-07-01,Seattle,0.0,182,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-02,Seattle,0.0,183,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-03,Seattle,0.0,184,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-04,Seattle,0.0,185,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-05,Seattle,0.0,186,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-06,Seattle,0.0,187,0.0175,0.0,2021,July,7,July 2021,Summer
2021-07-07,Seattle,0.0,188,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-08,Seattle,0.0,189,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-09,Seattle,0.0,190,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-10,Seattle,0.0,191,0.004,0.0,2021,July,7,July 2021,Summer
2021-07-11,Seattle,0.0,192,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-12,Seattle,0.0,193,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-13,Seattle,0.0,194,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-14,Seattle,0.0,195,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-15,Seattle,0.0,196,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-16,Seattle,0.0,197,0.002,0.0,2021,July,7,July 2021,Summer
2021-07-17,Seattle,0.0,198,0.004,0.0,2021,July,7,July 2021,Summer
2021-07-18,Seattle,0.0,199,0.012,0.0,2021,July,7,July 2021,Summer
2021-07-19,Seattle,0.0,200,0.002,0.0,2021,July,7,July 2021,Summer
2021-07-20,Seattle,0.0,201,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-21,Seattle,0.0,202,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-22,Seattle,0.0,203,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-23,Seattle,0.0,204,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-24,Seattle,0.0,205,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-25,Seattle,0.0,206,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-26,Seattle,0.0,207,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-27,Seattle,0.0,208,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-28,Seattle,0.0,209,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-29,Seattle,0.0,210,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-30,Seattle,0.0,211,0.0,0.0,2021,July,7,July 2021,Summer
2021-07-31,Seattle,0.0,212,0.0,0.0,2021,July,7,July 2021,Summer
2021-08-01,Seattle,0.0,213,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-02,Seattle,0.0,214,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-03,Seattle,0.0,215,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-04,Seattle,0.0,216,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-05,Seattle,0.0,217,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-06,Seattle,0.02,218,0.004,0.02,2021,August,8,August 2021,Summer
2021-08-07,Seattle,0.0,219,0.004,0.0,2021,August,8,August 2021,Summer
2021-08-08,Seattle,0.0,220,0.026000000000000002,0.0,2021,August,8,August 2021,Summer
2021-08-09,Seattle,0.0,221,0.004,0.0,2021,August,8,August 2021,Summer
2021-08-10,Seattle,0.0,222,0.004,0.0,2021,August,8,August 2021,Summer
2021-08-11,Seattle,0.0,223,0.006,0.0,2021,August,8,August 2021,Summer
2021-08-12,Seattle,0.0,224,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-13,Seattle,0.0,225,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-14,Seattle,0.0,226,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-15,Seattle,0.0,227,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-16,Seattle,0.0,228,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-17,Seattle,0.0,229,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-18,Seattle,0.0,230,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-19,Seattle,0.0,231,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-20,Seattle,0.0,232,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-21,Seattle,0.0,233,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-22,Seattle,0.0,234,0.06,0.0,2021,August,8,August 2021,Summer
2021-08-23,Seattle,0.0,235,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-24,Seattle,0.0,236,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-25,Seattle,0.0,237,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-26,Seattle,0.0,238,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-27,Seattle,0.0,239,0.01,0.0,2021,August,8,August 2021,Summer
2021-08-28,Seattle,0.0,240,0.0,0.0,2021,August,8,August 2021,Summer
2021-08-29,Seattle,0.0,241,0.008,0.0,2021,August,8,August 2021,Summer
2021-08-30,Seattle,,242,0.0075,0.0075,2021,August,8,August 2021,Summer
2021-08-31,Seattle,0.0,243,0.01,0.0,2021,August,8,August 2021,Summer
2021-09-01,Seattle,0.0,244,0.0,0.0,2021,September,9,September 2021,Summer
2021-09-02,Seattle,0.0,245,0.0,0.0,2021,September,9,September 2021,Summer
2021-09-03,Seattle,0.0,246,0.0,0.0,2021,September,9,September 2021,Summer
2021-09-04,Seattle,0.0,247,0.0,0.0,2021,September,9,September 2021,Summer
2021-09-05,Seattle,0.0,248,0.0,0.0,2021,September,9,September 2021,Summer
2021-09-06,Seattle,0.0,249,0.016,0.0,2021,September,9,September 2021,Summer
2021-09-07,Seattle,0.0,250,0.0,0.0,2021,September,9,September 2021,Summer
2021-09-08,Seattle,0.0,251,0.04,0.0,2021,September,9,September 2021,Summer
2021-09-09,Seattle,0.0,252,0.11599999999999999,0.0,2021,September,9,September 2021,Summer
2021-09-10,Seattle,0.0,253,0.064,0.0,2021,September,9,September 2021,Summer
2021-09-11,Seattle,0.0,254,0.126,0.0,2021,September,9,September 2021,Summer
2021-09-12,Seattle,0.0,255,0.01,0.0,2021,September,9,September 2021,Summer
2021-09-13,Seattle,0.0,256,0.012,0.0,2021,September,9,September 2021,Summer
2021-09-14,Seattle,0.0,257,0.0,0.0,2021,September,9,September 2021,Summer
2021-09-15,Seattle,0.0,258,0.0,0.0,2021,September,9,September 2021,Summer
2021-09-16,Seattle,0.0,259,0.20800000000000002,0.0,2021,September,9,September 2021,Summer
2021-09-17,Seattle,0.0,260,0.076,0.0,2021,September,9,September 2021,Summer
2021-09-18,Seattle,0.79,261,0.256,0.79,2021,September,9,September 2021,Summer
2021-09-19,Seattle,1.65,262,0.45599999999999996,1.65,2021,September,9,September 2021,Summer
2021-09-20,Seattle,0.1,263,0.202,0.1,2021,September,9,September 2021,Fall
2021-09-21,Seattle,0.0,264,0.02,0.0,2021,September,9,September 2021,Fall
2021-09-22,Seattle,0.0,265,0.026000000000000002,0.0,2021,September,9,September 2021,Fall
2021-09-23,Seattle,0.0,266,0.038,0.0,2021,September,9,September 2021,Fall
2021-09-24,Seattle,0.0,267,0.0,0.0,2021,September,9,September 2021,Fall
2021-09-25,Seattle,0.0,268,0.08399999999999999,0.0,2021,September,9,September 2021,Fall
2021-09-26,Seattle,0.0,269,0.0,0.0,2021,September,9,September 2021,Fall
2021-09-27,Seattle,0.21,270,0.11199999999999999,0.21,2021,September,9,September 2021,Fall
2021-09-28,Seattle,1.03,271,0.272,1.03,2021,September,9,September 2021,Fall
2021-09-29,Seattle,0.22,272,0.11200000000000002,0.22,2021,September,9,September 2021,Fall
2021-09-30,Seattle,0.0,273,0.032,0.0,2021,September,9,September 2021,Fall
2021-10-01,Seattle,0.0,274,0.0,0.0,2021,October,10,October 2021,Fall
2021-10-02,Seattle,0.0,275,0.0,0.0,2021,October,10,October 2021,Fall
2021-10-03,Seattle,0.0,276,0.024,0.0,2021,October,10,October 2021,Fall
2021-10-04,Seattle,0.0,277,0.03,0.0,2021,October,10,October 2021,Fall
2021-10-05,Seattle,0.0,278,0.01,0.0,2021,October,10,October 2021,Fall
2021-10-06,Seattle,0.45,279,0.126,0.45,2021,October,10,October 2021,Fall
2021-10-07,Seattle,0.0,280,0.016,0.0,2021,October,10,October 2021,Fall
2021-10-08,Seattle,0.0,281,0.032,0.0,2021,October,10,October 2021,Fall
2021-10-09,Seattle,0.0,282,0.07,0.0,2021,October,10,October 2021,Fall
2021-10-10,Seattle,0.21,283,0.041999999999999996,0.21,2021,October,10,October 2021,Fall
2021-10-11,Seattle,0.19,284,0.182,0.19,2021,October,10,October 2021,Fall
2021-10-12,Seattle,0.0,285,0.1,0.0,2021,October,10,October 2021,Fall
2021-10-13,Seattle,0.22,286,0.10200000000000001,0.22,2021,October,10,October 2021,Fall
2021-10-14,Seattle,0.08,287,0.018,0.08,2021,October,10,October 2021,Fall
2021-10-15,Seattle,0.02,288,0.041999999999999996,0.02,2021,October,10,October 2021,Fall
2021-10-16,Seattle,0.0,289,0.0,0.0,2021,October,10,October 2021,Fall
2021-10-17,Seattle,0.0,290,0.05,0.0,2021,October,10,October 2021,Fall
2021-10-18,Seattle,0.04,291,0.052000000000000005,0.04,2021,October,10,October 2021,Fall
2021-10-19,Seattle,0.0,292,0.066,0.0,2021,October,10,October 2021,Fall
2021-10-20,Seattle,0.07,293,0.032,0.07,2021,October,10,October 2021,Fall
2021-10-21,Seattle,0.09,294,0.019999999999999997,0.09,2021,October,10,October 2021,Fall
2021-10-22,Seattle,1.25,295,0.314,1.25,2021,October,10,October 2021,Fall
2021-10-23,Seattle,0.08,296,0.11000000000000001,0.08,2021,October,10,October 2021,Fall
2021-10-24,Seattle,0.11,297,0.032,0.11,2021,October,10,October 2021,Fall
2021-10-25,Seattle,0.4,298,0.10400000000000001,0.4,2021,October,10,October 2021,Fall
2021-10-26,Seattle,0.1,299,0.10400000000000001,0.1,2021,October,10,October 2021,Fall
2021-10-27,Seattle,0.17,300,0.096,0.17,2021,October,10,October 2021,Fall
2021-10-28,Seattle,0.16,301,0.1,0.16,2021,October,10,October 2021,Fall
2021-10-29,Seattle,0.06,302,0.2025,0.06,2021,October,10,October 2021,Fall
2021-10-30,Seattle,0.19,303,0.0875,0.19,2021,October,10,October 2021,Fall
2021-10-31,Seattle,0.02,304,0.043333333333333335,0.02,2021,October,10,October 2021,Fall
2021-11-01,Seattle,0.1,305,0.27599999999999997,0.1,2021,November,11,November 2021,Fall
2021-11-02,Seattle,0.29,306,0.184,0.29,2021,November,11,November 2021,Fall
2021-11-03,Seattle,0.01,307,0.041999999999999996,0.01,2021,November,11,November 2021,Fall
2021-11-04,Seattle,0.42,308,0.10400000000000001,0.42,2021,November,11,November 2021,Fall
2021-11-05,Seattle,0.22,309,0.366,0.22,2021,November,11,November 2021,Fall
2021-11-06,Seattle,0.68,310,0.22000000000000003,0.68,2021,November,11,November 2021,Fall
2021-11-07,Seattle,0.22,311,0.434,0.22,2021,November,11,November 2021,Fall
2021-11-08,Seattle,0.21,312,0.062,0.21,2021,November,11,November 2021,Fall
2021-11-09,Seattle,0.15,313,0.0775,0.15,2021,November,11,November 2021,Fall
2021-11-10,Seattle,0.0,314,0.0,0.0,2021,November,11,November 2021,Fall
2021-11-11,Seattle,2.16,315,0.45200000000000007,2.16,2021,November,11,November 2021,Fall
2021-11-12,Seattle,0.03,316,0.09000000000000001,0.03,2021,November,11,November 2021,Fall
2021-11-13,Seattle,0.32,317,0.068,0.32,2021,November,11,November 2021,Fall
2021-11-14,Seattle,0.02,318,0.068,0.02,2021,November,11,November 2021,Fall
2021-11-15,Seattle,0.0,319,0.22,0.0,2021,November,11,November 2021,Fall
2021-11-16,Seattle,0.43,320,0.35,0.43,2021,November,11,November 2021,Fall
2021-11-17,Seattle,0.0,321,0.08,0.0,2021,November,11,November 2021,Fall
2021-11-18,Seattle,0.0,322,0.0,0.0,2021,November,11,November 2021,Fall
2021-11-19,Seattle,0.12,323,0.152,0.12,2021,November,11,November 2021,Fall
2021-11-20,Seattle,0.0,324,0.16599999999999998,0.0,2021,November,11,November 2021,Fall
2021-11-21,Seattle,0.0,325,0.012,0.0,2021,November,11,November 2021,Fall
2021-11-22,Seattle,0.0,326,0.078,0.0,2021,November,11,November 2021,Fall
2021-11-23,Seattle,0.32,327,0.256,0.32,2021,November,11,November 2021,Fall
2021-11-24,Seattle,0.06,328,0.11599999999999999,0.06,2021,November,11,November 2021,Fall
2021-11-25,Seattle,0.0,329,0.066,0.0,2021,November,11,November 2021,Fall
2021-11-26,Seattle,0.43,330,0.244,0.43,2021,November,11,November 2021,Fall
2021-11-27,Seattle,0.08,331,0.146,0.08,2021,November,11,November 2021,Fall
2021-11-28,Seattle,0.07,332,0.156,0.07,2021,November,11,November 2021,Fall
2021-11-29,Seattle,0.0,333,0.06999999999999999,0.0,2021,November,11,November 2021,Fall
2021-11-30,Seattle,0.0,334,0.05800000000000001,0.0,2021,November,11,November 2021,Fall
2021-12-01,Seattle,0.0,335,0.44800000000000006,0.0,2021,December,12,December 2021,Fall
2021-12-02,Seattle,0.0,336,0.122,0.0,2021,December,12,December 2021,Fall
2021-12-03,Seattle,0.0,337,0.016,0.0,2021,December,12,December 2021,Fall
2021-12-04,Seattle,0.0,338,0.012,0.0,2021,December,12,December 2021,Fall
2021-12-05,Seattle,0.0,339,0.008,0.0,2021,December,12,December 2021,Fall
2021-12-06,Seattle,0.06,340,0.012,0.06,2021,December,12,December 2021,Fall
2021-12-07,Seattle,1.05,341,0.29200000000000004,1.05,2021,December,12,December 2021,Fall
2021-12-08,Seattle,0.02,342,0.096,0.02,2021,December,12,December 2021,Fall
2021-12-09,Seattle,0.06,343,0.186,0.06,2021,December,12,December 2021,Fall
2021-12-10,Seattle,0.22,344,0.20400000000000001,0.22,2021,December,12,December 2021,Fall
2021-12-11,Seattle,0.42,345,0.178,0.42,2021,December,12,December 2021,Fall
2021-12-12,Seattle,0.82,346,0.366,0.82,2021,December,12,December 2021,Fall
2021-12-13,Seattle,0.86,347,0.40800000000000003,0.86,2021,December,12,December 2021,Fall
2021-12-14,Seattle,0.5,348,0.192,0.5,2021,December,12,December 2021,Fall
2021-12-15,Seattle,0.0,349,0.16399999999999998,0.0,2021,December,12,December 2021,Fall
2021-12-16,Seattle,0.14,350,0.054000000000000006,0.14,2021,December,12,December 2021,Fall
2021-12-17,Seattle,0.05,351,0.1,0.05,2021,December,12,December 2021,Fall
2021-12-18,Seattle,0.0,352,0.248,0.0,2021,December,12,December 2021,Fall
